device_id,timestamp,temperature_c,humidity,battery_v,status,firmware_v
SH-006,2026-09-25T07:35:00,23.34,40.1,3.79,idle,v2.4.0
SH-002,2026-09-25T18:48:00,20.94,51.6,3.67,idle,v2.3.1
SH-010,2026-09-25T08:04:00,18.16,50.4,3.61,online,v2.4.0
SH-005,2026-09-25T07:43:00,21.12,54.4,3.61,online,v2.3.1
SH-001,2026-09-25T09:12:00,25.86,43.6,3.76,online,v2.3.1
SH-001,2026-09-25T00:58:00,14.92,37.4,3.34,online,v2.4.0
SH-007,2026-09-25T11:59:00,20.07,45.1,3.83,idle,v2.3.1
SH-006,2026-09-25T20:01:00,21.99,46.4,3.7,offline,v2.3.1
SH-007,2026-09-25T12:09:00,17.68,35.9,3.86,online,v2.3.1
SH-010,2026-09-25T11:46:00,26.78,55.2,3.55,online,v2.3.1
SH-004,2026-09-25T11:51:00,21.44,28.0,3.54,online,v2.4.0
SH-006,2026-09-25T05:51:00,22.95,49.6,3.46,online,v2.4.0
SH-002,2026-09-25T02:36:00,19.63,53.9,3.72,offline,v2.3.1
SH-003,2026-09-25T22:16:00,20.17,40.6,3.48,offline,v2.3.1
SH-004,2026-09-25T18:48:00,21.65,31.5,3.71,offline,v2.4.0
SH-001,,20.57,43.7,3.65,online,v2.3.1
SH-002,2026-09-25T01:22:00,20.34,43.5,3.56,online,v2.4.0
SH-006,2026-09-25T10:07:00,19.23,41.4,3.59,online,v2.3.1
,2026-09-25T00:01:00,23.78,35.1,3.73,offline,v2.3.1
SH-007,2026-09-25T08:19:00,twenty-two,68.2,3.58,online,v2.4.0
SH-007,2026-09-25T02:20:00,25.5,43.9,3.7,offline,v2.3.1
SH-007,2026-09-25T01:42:00,23.11,40.1,3.28,idle,v2.4.0
SH-003,2026-09-25T11:09:00,21.29,40.4,3.44,online,v2.3.1
SH-006,2026-09-25T06:51:00,23.78,49.2,3.51,online,v2.4.0
SH-004,2026-09-25T23:25:00,18.01,45.5,3.75,online,v2.4.0
SH-004,2026-09-25T17:10:00,21.46,33.8,3.52,idle,v2.4.0
SH-005,2026-09-25T08:30:00,18.68,40.9,3.69,online,v2.4.0
SH-004,2026-09-25T01:48:00,21.78,47.9,3.52,offline,v2.4.0
SH-002,2026-09-25T15:31:00,20.05,41.0,3.44,online,v2.4.0
SH-009,2026-09-25T09:02:00,18.49,51.3,3.56,idle,v2.3.1
SH-004,2026-09-25T09:04:00,18.82,47.5,3.56,idle,v2.4.0
SH-001,2026-09-25T14:11:00,22.85,52.6,3.7,offline,v2.4.0
SH-007,2026-09-25T09:46:00,19.67,51.1,3.72,offline,v2.4.0
SH-003,2026-09-25T17:45:00,18.25,48.5,3.74,online,v2.4.0
SH-008,2026-09-25T21:03:00,22.27,57.4,3.81,online,v2.4.0
SH-003,2026-09-25T17:49:00,23.08,33.6,3.62,idle,v2.4.0
SH-009,2026-09-25T23:35:00,21.51,32.3,3.39,idle,v2.3.1
SH-010,2026-09-25T07:01:00,18.0,38.1,3.43,idle,v2.3.1
SH-006,2026-09-25T07:19:00,25.33,41.9,3.55,offline,v2.3.1
SH-006,2026-09-25T07:54:00,21.76,43.0,3.79,online,v2.4.0
SH-002,2026-09-25T04:33:00,26.18,30.1,3.46,online,v2.4.0
SH-002,2026-09-25T03:46:00,21.59,55.5,3.43,idle,v2.3.1
SH-003,2026-09-25T04:33:00,24.71,44.7,3.66,idle,v2.3.1
SH-009,2026-09-25T17:30:00,16.94,46.2,3.52,idle,v2.4.0
SH-009,2026-09-25T12:07:00,20.82,35.6,3.76,offline,v2.3.1
SH-004,2026-09-25T06:22:00,20.56,42.6,3.53,online,v2.3.1
SH-009,2026-09-25T15:44:00,27.21,41.3,3.57,idle,v2.4.0
SH-004,2026-09-25T11:31:00,20.21,46.8,3.59,maintenance,v2.3.1
SH-002,2026-09-25T00:11:00,18.2,53.3,3.57,idle,v2.4.0
SH-004,2026-09-25T21:35:00,20.31,45.2,3.49,offline,v2.4.0
SH-005,2026-09-25T09:00:00,19.66,38.3,3.46,idle,v2.3.1
SH-002,2026-09-25T00:09:00,21.83,47.3,3.68,idle,v2.3.1
SH-007,2026-09-25T04:22:00,18.93,45.7,3.56,offline,v2.4.0
SH-005,2026-09-25T20:33:00,19.05,37.5,3.59,online,v2.4.0
SH-008,2026-09-25T15:24:00,24.16,44.6,3.39,online,v2.3.1
SH-006,2026-09-25T17:45:00,15.14,30.6,3.59,offline,v2.3.1
SH-007,2026-09-25T07:57:00,24.06,44.8,3.66,idle,v2.3.1
SH-005,2026-09-25T15:29:00,24.81,21.2,3.7,online,v2.4.0
SH-006,2026-09-25T07:24:00,24.79,41.1,3.89,idle,v2.3.1
SH-004,2026-09-25T09:46:00,16.95,50.9,3.54,idle,v2.3.1
SH-004,2026-09-25T04:01:00,17.48,40.1,3.59,idle,v2.3.1
SH-003,2026-09-25T14:58:00,21.52,46.1,3.43,idle,v2.4.0
SH-009,2026-09-25T14:29:00,22.08,46.4,3.37,offline,v2.4.0
SH-009,2026-09-25T22:45:00,17.21,42.7,3.74,online,v2.4.0
SH-009,2026-09-25T16:07:00,25.24,34.8,3.39,online,v2.4.0
SH-009,2026-09-25T02:17:00,26.98,34.7,3.64,online,v2.4.0
SH-003,2026-09-25T06:23:00,20.03,38.0,3.72,idle,v2.3.1
SH-006,2026-09-25T01:37:00,20.88,47.8,3.87,offline,v2.4.0
SH-010,2026-09-25T06:45:00,27.32,52.5,3.73,idle,v2.4.0
SH-008,2026-09-25T08:10:00,22.91,36.6,3.76,maintenance,v2.3.1
SH-002,2026-09-25T22:36:00,22.86,39.3,3.71,idle,v2.4.0
SH-010,2026-09-25T02:28:00,22.49,41.6,low,offline,v2.3.1
SH-006,2026-09-25T12:20:00,15.91,55.9,3.5,idle,v2.3.1
SH-002,2026-09-25T22:01:00,18.87,39.6,3.93,online,v2.3.1
SH-002,2026-09-25T07:25:00,25.9,52.8,3.52,offline,v2.4.0
SH-002,2026-09-25T18:53:00,18.48,41.5,3.51,idle,v2.3.1
SH-003,2026-09-25T07:58:00,25.23,42.0,3.81,online,v2.4.0
SH-002,2026-09-25T03:48:00,23.85,40.4,3.96,online,v2.4.0
SH-010,2026-09-25T14:00:00,19.29,43.2,3.74,idle,v2.4.0
SH-006,2026-09-25T08:58:00,24.25,35.9,3.73,idle,v2.4.0
SH-007,2026-09-25T00:02:00,23.53,43.6,3.51,offline,v2.4.0
SH-001,2026-09-25T09:58:00,27.7,37.0,3.56,online,v2.3.1
SH-008,2026-09-25T09:31:00,22.46,44.1,3.45,idle,v2.3.1
SH-008,2026-09-25T22:54:00,22.45,29.4,3.49,idle,v2.3.1
SH-001,2026-09-25T20:37:00,18.64,39.3,3.87,idle,v2.4.0
SH-001,2026-09-25T07:54:00,27.78,42.1,3.4,idle,v2.4.0
SH-006,2026-09-25T17:47:00,15.36,40.7,3.74,online,v2.3.1
SH-001,2026-09-25T11:31:00,22.36,29.6,3.78,idle,v2.3.1
SH-004,2026-09-25T21:47:00,23.1,45.8,3.58,online,v2.3.1
SH-010,2026-09-25T12:41:00,23.29,32.2,3.64,offline,v2.4.0
SH-010,2026-09-25T02:01:00,23.34,60.9,3.07,online,v2.3.1
SH-004,2026-09-25T18:45:00,21.76,55.2,3.63,idle,v2.3.1
SH-010,2026-09-25T16:06:00,26.87,59.3,3.47,idle,v2.3.1
SH-006,2026-09-25T20:49:00,25.45,44.5,3.26,offline,v2.3.1
SH-006,2026-09-25T17:13:00,24.97,29.1,3.67,online,v2.4.0
SH-005,2026-09-25T16:05:00,29.33,59.2,low,offline,v2.4.0
SH-008,2026-09-25T08:39:00,19.91,46.3,3.58,offline,v2.3.1
SH-007,2026-09-25T08:43:00,21.36,59.2,3.59,offline,v2.4.0
SH-006,2026-09-25T09:09:00,22.55,54.7,3.7,offline,v2.4.0
SH-010,2026-09-25T05:29:00,17.93,47.7,3.57,idle,v2.3.1
SH-003,2026-09-25T16:58:00,25.62,36.6,3.55,offline,v2.4.0
SH-006,2026-09-25T09:33:00,20.73,37.7,3.53,online,v2.4.0
SH-001,2026-09-25T23:05:00,22.31,43.0,3.57,idle,v2.4.0
SH-004,2026-09-25T13:49:00,23.2,45.3,3.74,idle,v2.4.0
SH-007,2026-09-25T07:12:00,21.95,43.8,3.73,offline,v2.3.1
SH-001,2026-09-25T18:24:00,19.05,47.2,3.53,offline,v2.3.1
SH-006,2026-09-25T10:58:00,22.95,56.5,3.59,idle,v2.3.1
SH-007,2026-09-25T23:01:00,18.59,59.6,3.56,online,v2.3.1
SH-001,2026-09-25T19:12:00,22.08,31.7,3.43,online,v2.4.0
SH-005,2026-09-25T20:57:00,20.74,48.8,3.92,online,v2.4.0
SH-001,2026-09-25T23:14:00,23.75,52.8,3.49,idle,v2.3.1
SH-010,2026-09-25T18:54:00,23.59,46.1,3.69,offline,v2.4.0
SH-010,2026-09-25T22:38:00,85.0,49.2,3.61,online,v2.3.1
SH-006,2026-09-25T21:36:00,23.87,39.6,3.75,idle,v2.3.1
SH-002,2026-09-25T03:37:00,24.07,45.7,3.24,offline,v2.4.0
SH-007,2026-09-25T16:42:00,23.95,43.9,3.71,idle,v2.3.1
SH-008,2026-09-25T13:20:00,17.65,39.4,3.68,offline,v2.4.0
SH-007,2026-09-25T22:41:00,14.29,41.0,3.2,online,v2.4.0
SH-008,2026-09-25T18:09:00,21.77,48.4,3.64,offline,v2.3.1
SH-006,2026-09-25T12:19:00,15.21,42.3,3.7,offline,v2.3.1
SH-009,2026-09-25T15:17:00,22.91,44.5,-1.0,online,v2.3.1
SH-004,2026-09-25T02:11:00,17.42,43.3,3.52,offline,v2.4.0
SH-010,2026-09-25T08:29:00,23.25,41.3,3.57,idle,v2.3.1
SH-005,2026-09-25T17:30:00,18.44,36.1,3.48,online,v2.3.1
SH-010,2026-09-25T10:19:00,15.84,34.8,3.55,offline,v2.4.0
SH-007,2026-09-25T22:45:00,15.94,46.3,3.87,online,v2.4.0
SH-004,2026-09-25T15:46:00,22.55,41.7,3.69,online,v2.3.1
SH-003,2026-09-25T00:44:00,15.78,35.1,3.64,offline,v2.4.0
SH-009,2026-09-25T03:48:00,23.76,40.5,3.73,offline,v2.4.0
SH-002,2026-09-25T14:55:00,22.6,48.2,3.48,online,v2.3.1
SH-010,2026-09-25T19:05:00,26.25,49.1,3.38,idle,v2.3.1
SH-009,2026-09-25T07:18:00,,31.8,3.55,idle,v2.4.0
SH-007,2026-09-25T09:27:00,26.39,49.4,3.63,offline,v2.3.1
SH-007,2026-09-25T09:42:00,18.42,30.0,3.64,online,v2.3.1
SH-006,2026-09-25T05:56:00,20.6,40.1,3.53,idle,v2.3.1
SH-009,2026-09-25T22:02:00,24.34,51.9,3.33,idle,v2.3.1
SH-002,2026-09-25T12:00:00,20.44,36.4,3.66,online,v2.4.0
SH-004,2026-09-25T08:01:00,22.37,52.3,3.47,online,v2.3.1
SH-004,2026-09-25T22:28:00,17.92,46.0,3.49,online,v2.4.0
SH-006,2026-09-25T15:01:00,23.49,60.1,3.72,idle,v2.4.0
SH-006,2026-09-25T00:12:00,22.06,57.8,3.6,offline,v2.4.0
SH-007,2026-09-25T10:09:00,18.68,48.1,3.84,online,v2.3.1
SH-003,2026-09-25T16:15:00,25.9,43.1,3.58,idle,v2.4.0
SH-009,2026-09-25T22:14:00,18.48,55.3,3.59,idle,v2.4.0
SH-004,2026-09-25T12:24:00,23.72,48.0,3.56,online,v2.3.1
SH-009,2026-09-25T08:50:00,25.41,51.2,3.6,online,v2.4.0
SH-001,2026-09-25T07:47:00,21.88,49.1,3.55,offline,v2.3.1
SH-003,2026-09-25T02:23:00,21.74,47.3,3.59,idle,v2.3.1
SH-008,2026-09-25T02:11:00,25.14,36.3,3.54,offline,v2.3.1
SH-010,2026-09-25T10:03:00,26.12,52.4,3.67,idle,v2.4.0
SH-003,2026-09-25T18:49:00,21.74,40.1,3.72,online,v2.4.0
SH-004,2026-09-25T09:43:00,20.02,56.5,3.53,online,v2.4.0
SH-010,2026-09-25T03:20:00,18.5,40.8,3.54,idle,v2.3.1
SH-007,2026-09-25T21:14:00,19.89,46.0,3.68,online,v2.3.1
SH-007,2026-09-25T19:32:00,26.69,57.3,3.85,idle,v2.3.1
SH-010,2026-09-25T07:57:00,16.5,48.4,3.49,online,v2.3.1
SH-010,2026-09-25T08:07:00,19.83,38.4,3.58,online,v2.4.0
SH-005,2026-09-25T07:03:00,17.68,52.9,3.65,idle,v2.3.1
SH-006,2026-09-25T03:28:00,19.0,44.5,3.98,offline,v2.4.0
SH-007,2026-09-25T09:46:00,22.21,50.9,3.46,idle,v2.3.1
SH-009,2026-09-25T11:22:00,21.66,41.6,3.91,online,v2.3.1
SH-010,2026-09-25T16:35:00,20.63,47.4,3.75,idle,v2.3.1
SH-002,2026-09-25T04:19:00,22.13,57.5,3.65,offline,v2.3.1
SH-007,2026-09-25T10:08:00,22.53,45.0,3.33,idle,v2.4.0
SH-004,2026-09-25T00:16:00,17.14,63.1,3.49,online,v2.4.0
SH-007,2026-09-25T12:31:00,22.31,55.5,3.57,online,v2.4.0
SH-003,2026-09-25T09:58:00,19.53,49.9,3.75,idle,v2.4.0
SH-008,2026-09-25T17:02:00,19.91,45.8,3.56,online,v2.4.0
SH-009,2026-09-25T13:48:00,20.12,40.6,3.69,online,v2.4.0
SH-008,2026-09-25T00:38:00,18.03,50.5,3.63,idle,v2.4.0
SH-008,2026-09-25T03:15:00,16.32,45.3,3.53,online,v2.4.0
SH-010,2026-09-25T03:11:00,21.49,47.8,3.66,online,v2.3.1
SH-002,2026-09-25T19:47:00,23.26,54.5,3.68,online,v2.3.1
SH-007,2026-09-25T17:24:00,20.38,41.6,3.48,idle,v2.4.0
SH-006,2026-09-25T03:51:00,17.74,49.6,3.62,offline,v2.3.1
SH-003,2026-09-25T21:46:00,22.94,28.8,3.9,idle,v2.4.0
SH-008,2026-09-25T12:43:00,25.61,55.2,3.76,online,v2.4.0
SH-001,2026-09-25T20:48:00,21.58,34.8,3.89,online,v2.4.0
SH-004,2026-09-25T04:57:00,27.14,44.3,3.62,offline,v2.4.0
SH-001,2026-09-25T16:58:00,20.95,47.6,3.53,offline,v2.3.1
SH-003,2026-09-25T15:22:00,22.71,48.0,3.48,idle,v2.4.0
SH-010,2026-09-25T23:33:00,21.53,150.0,3.52,online,v2.4.0
SH-008,2026-09-25T10:19:00,24.3,49.3,3.99,idle,v2.3.1
SH-009,2026-09-25T20:28:00,23.33,61.6,3.41,offline,v2.3.1
SH-010,2026-09-25T01:32:00,24.71,55.7,3.41,offline,v2.3.1
SH-006,2026-09-25T16:39:00,22.43,50.5,3.34,idle,v2.3.1
SH-010,2026-09-25T13:26:00,24.72,30.1,3.6,offline,v2.3.1
SH-009,2026-09-25T15:21:00,24.75,40.7,3.6,idle,v2.4.0
SH-006,2026-09-25T19:02:00,21.37,58.1,3.57,offline,v2.3.1
SH-009,2026-09-25T20:28:00,20.67,28.1,3.65,offline,v2.3.1
SH-003,2026-09-25T01:51:00,16.22,40.9,3.61,online,v2.3.1
SH-004,2026-09-25T21:07:00,25.38,39.5,3.42,idle,v2.4.0
SH-010,2026-09-25T11:03:00,22.82,61.7,3.57,idle,v2.4.0
SH-009,2026-09-25T06:34:00,19.27,40.8,3.8,online,v2.4.0
SH-007,2026-09-25T01:26:00,23.66,45.7,3.49,idle,v2.3.1
SH-002,2026-09-25T20:29:00,27.2,39.6,3.72,offline,v2.4.0
SH-002,2026-09-25T17:15:00,23.77,32.4,3.55,idle,v2.4.0
SH-010,2026-09-25T14:07:00,24.16,45.3,3.71,online,v2.3.1
SH-008,2026-09-25T01:09:00,25.29,38.6,3.62,offline,v2.4.0
SH-004,2026-09-25T00:00:00,,37.1,3.54,online,v2.4.0
SH-002,2026-09-25T07:09:00,25.35,43.5,3.55,offline,v2.4.0
SH-003,2026-09-25T04:43:00,20.29,38.9,3.64,idle,v2.4.0
SH-002,2026-09-25T18:09:00,21.46,41.8,3.65,online,v2.3.1
SH-002,2026-09-25T18:42:00,17.43,37.0,3.76,offline,v2.3.1
SH-004,2026-09-25T04:54:00,21.04,42.0,3.35,idle,v2.3.1
SH-006,2026-09-25T08:12:00,21.44,46.1,3.6,offline,v2.4.0
SH-009,2026-09-25T01:20:00,20.68,41.5,3.59,offline,v2.3.1
SH-010,2026-09-25T20:14:00,21.15,51.7,3.61,online,v2.4.0
SH-003,2026-09-25T00:58:00,16.88,43.0,3.45,idle,v2.3.1
SH-006,2026-09-25T14:27:00,21.81,53.8,3.45,idle,v2.3.1
SH-008,2026-09-25T14:48:00,25.04,46.5,3.67,online,v2.3.1
SH-001,2026-09-25T23:40:00,24.69,38.3,3.63,idle,v2.4.0
SH-005,2026-09-25T10:46:00,21.73,55.1,3.75,idle,v2.3.1
SH-001,2026-09-25T18:19:00,24.21,46.5,3.23,idle,v2.4.0
SH-003,2026-09-25T06:27:00,21.35,56.6,3.79,offline,v2.3.1
SH-006,2026-09-25T02:13:00,23.84,57.3,3.62,offline,v2.4.0
SH-001,2026-09-25T19:53:00,,40.7,3.7,online,v2.3.1
SH-009,2026-09-25T20:06:00,21.71,50.2,3.79,online,v2.4.0
SH-009,2026-09-25T22:11:00,16.56,39.6,3.74,offline,v2.3.1
SH-006,2026-09-25T15:56:00,15.53,40.4,3.56,online,v2.3.1
SH-004,2026-09-25T02:41:00,23.67,38.4,3.55,online,v2.4.0
SH-008,2026-09-25T05:16:00,19.04,59.6,3.66,offline,v2.3.1
SH-007,2026-09-25T13:38:00,24.17,57.1,3.63,idle,v2.4.0
SH-009,2026-09-25T12:24:00,27.98,56.9,3.77,online,v2.3.1
SH-010,2026-09-25T02:16:00,24.33,34.9,3.23,idle,v2.3.1
SH-002,2026-09-25T03:50:00,21.34,49.9,3.63,idle,v2.3.1
SH-001,2026-09-25T14:59:00,24.93,42.2,3.85,idle,v2.4.0
SH-005,2026-09-25T08:57:00,26.75,40.0,3.72,online,v2.3.1
SH-002,2026-09-25T21:50:00,21.9,44.1,3.64,online,v2.3.1
SH-001,2026-09-25T17:52:00,25.65,46.9,3.76,offline,v2.3.1
SH-004,2026-09-25T11:11:00,22.78,46.1,3.43,idle,v2.4.0
SH-005,2026-09-25T10:52:00,23.44,36.8,3.61,offline,v2.4.0
SH-007,2026-09-25T02:26:00,18.81,42.6,3.69,offline,v2.4.0
SH-009,2026-09-25T15:52:00,21.27,51.0,3.79,online,v2.4.0
SH-010,2026-09-25T19:28:00,19.64,57.2,3.57,offline,v2.3.1
SH-008,2026-09-25T21:35:00,21.11,49.4,3.55,offline,v2.4.0
SH-010,2026-09-25T05:40:00,19.95,41.1,3.55,offline,v2.3.1
SH-004,2026-09-25T16:50:00,24.25,59.8,3.61,online,v2.3.1
SH-009,2026-09-25T09:00:00,18.8,52.3,3.45,offline,v2.4.0
SH-008,2026-09-25T02:12:00,19.85,43.3,3.67,online,v2.4.0
SH-010,2026-09-25T03:34:00,22.85,34.5,3.71,idle,v2.4.0
SH-008,2026-09-25T09:53:00,20.94,29.5,3.79,online,v2.4.0
SH-001,2026-09-25T00:17:00,20.14,58.4,3.84,idle,v2.3.1
SH-005,2026-09-25T07:35:00,25.61,52.9,3.42,idle,v2.4.0
SH-002,2026-09-25T11:45:00,21.1,42.7,3.73,offline,v2.3.1
SH-002,2026-09-25T11:28:00,26.24,48.1,3.46,idle,v2.4.0
SH-009,2026-09-25T21:00:00,18.89,36.5,3.48,offline,v2.4.0
SH-010,2026-09-25T21:31:00,13.33,54.2,3.7,idle,v2.3.1
SH-004,2026-09-25T09:30:00,22.18,37.9,3.57,online,v2.4.0
SH-006,2026-09-25T08:13:00,22.35,37.4,3.82,online,v2.4.0
SH-008,2026-09-25T23:20:00,26.54,55.3,3.55,offline,v2.3.1
SH-002,2026-09-25T17:47:00,19.04,38.6,3.75,online,v2.3.1
SH-001,2026-09-25T04:01:00,22.52,44.6,3.68,online,v2.4.0
SH-007,2026-09-25T11:14:00,18.76,54.2,3.82,offline,v2.4.0
SH-003,2026-09-25T14:00:00,23.15,46.8,3.64,idle,v2.4.0
SH-008,2026-09-25T20:06:00,24.93,54.7,3.63,idle,v2.4.0
SH-010,2026-09-25T12:19:00,22.7,36.6,3.46,online,v2.3.1
SH-002,2026-09-25T05:39:00,19.67,44.5,3.53,idle,v2.3.1
SH-007,2026-09-25T22:56:00,22.9,51.7,3.56,offline,v2.4.0
SH-005,2026-09-25T12:33:00,26.36,47.7,3.36,online,v2.4.0
SH-007,2026-09-25T13:24:00,24.64,46.0,3.55,idle,v2.3.1
SH-010,2026-09-25T15:09:00,20.25,42.3,3.48,idle,v2.3.1
SH-008,2026-09-25T22:35:00,18.12,43.1,3.59,offline,v2.3.1
SH-006,2026-09-25T09:02:00,22.1,41.5,3.56,online,v2.4.0
SH-010,2026-09-25T20:42:00,24.51,50.4,3.92,offline,v2.4.0
SH-008,2026-09-25T13:31:00,22.77,36.1,3.44,idle,v2.3.1
SH-009,2026-09-25T21:19:00,19.64,44.7,3.4,offline,v2.3.1
SH-002,2026-09-25T07:07:00,19.42,48.4,3.37,offline,v2.4.0
SH-010,2026-09-25T20:54:00,24.06,43.4,3.57,idle,v2.3.1
SH-003,2026-09-25T23:41:00,21.7,50.7,3.71,online,v2.3.1
SH-007,2026-09-25T12:03:00,18.34,39.9,3.66,online,v2.4.0
SH-010,2026-09-25T16:29:00,19.65,52.3,3.66,idle,v2.4.0
SH-010,2026-09-25T19:54:00,23.56,56.0,3.97,online,v2.4.0
SH-001,2026-09-25T15:06:00,23.22,40.2,3.84,idle,v2.4.0
SH-006,2026-09-25T22:19:00,20.55,40.0,3.85,idle,v2.3.1
SH-009,2026-09-25T22:25:00,23.47,32.7,3.64,offline,v2.4.0
SH-006,2026-09-25T04:11:00,21.02,47.3,3.66,online,v2.4.0
SH-001,2026-09-25T10:34:00,18.41,62.0,3.84,offline,v2.3.1
SH-006,2026-09-25T19:25:00,24.7,42.5,3.53,online,v2.3.1
SH-006,2026-09-25T23:33:00,21.15,44.6,3.67,idle,v2.3.1
SH-008,2026-09-25T21:47:00,20.65,30.6,3.31,idle,v2.4.0
SH-001,2026-09-25T02:09:00,27.58,39.2,3.36,idle,v2.4.0
SH-003,2026-09-25T19:35:00,25.65,52.2,3.55,idle,v2.3.1
SH-010,2026-09-25T23:43:00,22.98,53.8,3.75,offline,v2.4.0
SH-005,2026-09-25T02:55:00,17.84,52.3,3.41,online,v2.3.1
SH-006,2026-09-25T17:16:00,24.5,55.0,3.71,online,v2.3.1
SH-002,2026-09-25T11:15:00,21.96,43.2,3.68,online,v2.4.0
SH-006,2026-09-25T13:55:00,20.33,41.6,-1.0,idle,v2.3.1
SH-003,2026-09-25T23:13:00,16.47,60.3,3.59,idle,v2.3.1
SH-004,2026-09-25T08:33:00,27.4,38.9,3.79,online,v2.4.0
SH-005,2026-09-25T06:35:00,18.01,44.4,3.88,online,v2.3.1
SH-007,2026-09-25T04:52:00,26.27,44.3,3.69,maintenance,v2.3.1
SH-001,2026-09-25T04:47:00,22.38,41.9,3.73,offline,v2.3.1
SH-007,2026-09-25T23:34:00,18.84,43.3,3.31,offline,v2.4.0
SH-010,2026-09-25T05:59:00,23.79,43.3,-1.0,offline,v2.3.1
SH-007,2026-09-25T05:38:00,19.51,47.4,3.51,online,v2.3.1
SH-003,2026-09-25T12:58:00,24.25,54.1,3.65,online,v2.3.1
SH-009,2026-09-25T22:25:00,23.47,32.7,3.64,offline,v2.4.0
SH-010,2026-09-25T20:54:00,24.06,43.4,3.57,idle,v2.3.1
SH-001,2026-09-25T11:00:00,20.75,38.5,3.79,online,v2.3.1
SH-006,2026-09-25T12:22:00,23.42,45.2,3.77,offline,v2.4.0
SH-001,2026-09-25T11:11:00,20.62,47.1,3.73,idle,v2.3.1
SH-006,2026-09-25T00:12:00,22.06,57.8,3.6,offline,v2.4.0
SH-007,2026-09-25T07:02:00,23.91,48.1,3.68,idle,v2.3.1
SH-006,2026-09-25T18:08:00,22.73,59.4,3.73,online,v2.4.0
SH-007,2026-09-25T06:29:00,25.0,52.6,3.5,idle,v2.3.1
