device_id,timestamp,temp_c,humidity,battery_v,status
SH-002,2026-09-24T05:43:00,15.68,32.7,3.74,online
SH-002,2026-09-24T06:54:00,24.31,47.4,3.78,offline
SH-009,2026-09-24T20:23:00,25.67,50.4,3.59,online
SH-004,2026-09-24T05:52:00,23.93,36.8,3.57,offline
SH-006,2026-09-24T01:22:00,19.36,45.1,3.55,idle
SH-006,2026-09-24T16:03:00,24.02,44.1,3.56,offline
SH-008,2026-09-24T19:13:00,24.58,59.7,3.73,idle
SH-008,2026-09-24T23:14:00,26.68,60.4,3.63,offline
SH-003,2026-09-24T22:16:00,19.37,31.7,3.64,offline
SH-009,2026-09-24T02:53:00,21.32,65.0,3.43,online
SH-004,2026-09-24T18:31:00,24.24,37.7,3.45,offline
SH-009,2026-09-24T20:18:00,22.17,52.8,3.92,offline
SH-005,2026-09-24T16:45:00,18.65,52.8,3.57,online
SH-002,2026-09-24T19:40:00,23.24,37.0,3.48,online
SH-008,2026-09-24T20:06:00,23.74,48.9,3.81,online
SH-001,2026-09-24T10:43:00,22.26,44.1,3.64,online
SH-008,2026-09-24T00:57:00,22.66,49.4,3.69,idle
SH-001,2026-09-24T10:56:00,21.22,46.8,3.58,offline
SH-003,2026-09-24T04:50:00,26.43,54.6,3.55,idle
SH-007,2026-09-24T02:43:00,19.3,45.6,3.57,online
SH-010,2026-09-24T02:59:00,20.24,43.7,3.39,idle
SH-005,2026-09-24T16:44:00,22.03,53.8,3.59,online
SH-002,2026-09-24T12:06:00,24.64,49.6,3.64,offline
SH-003,2026-09-24T12:57:00,17.51,50.9,3.88,online
SH-009,2026-09-24T17:53:00,18.07,39.7,3.61,offline
SH-008,2026-09-24T13:09:00,15.89,36.6,3.25,idle
SH-002,2026-09-24T15:07:00,22.1,40.5,3.59,online
SH-004,2026-09-24T02:03:00,18.65,40.0,4.01,offline
SH-003,2026-09-24T20:25:00,20.85,51.3,3.73,idle
SH-002,2026-09-24T10:46:00,23.98,52.8,3.48,offline
SH-009,2026-09-24T03:43:00,20.08,43.8,3.69,idle
SH-007,2026-09-24T19:31:00,22.69,56.4,3.49,offline
SH-002,2026-09-24T17:37:00,21.1,55.9,3.4,idle
SH-007,2026-09-24T01:16:00,24.02,46.9,3.55,online
SH-005,2026-09-24T04:37:00,23.43,38.4,3.61,online
SH-001,2026-09-24T00:22:00,19.92,57.6,3.32,idle
SH-005,2026-09-24T06:29:00,21.49,44.5,3.43,idle
SH-002,2026-09-24T02:23:00,25.13,46.0,3.6,offline
SH-003,2026-09-24T17:02:00,23.18,42.3,3.54,idle
SH-009,2026-09-24T12:32:00,17.81,37.9,3.66,offline
SH-008,2026-09-24T23:31:00,23.97,33.3,3.42,online
SH-002,2026-09-24T17:59:00,18.75,50.1,3.71,idle
SH-009,2026-09-24T14:40:00,26.24,38.7,3.42,offline
SH-006,2026-09-24T12:13:00,25.07,69.5,3.85,online
SH-009,2026-09-24T01:18:00,22.87,36.3,3.34,online
SH-008,2026-09-24T01:41:00,22.47,34.9,3.44,offline
SH-004,2026-09-24T14:47:00,21.37,49.1,3.66,idle
SH-006,2026-09-24T00:06:00,24.04,57.2,3.85,offline
SH-006,2026-09-24T01:00:00,20.89,45.5,3.65,idle
SH-008,2026-09-24T05:15:00,22.71,49.6,3.68,offline
SH-003,2026-09-24T21:13:00,24.62,30.3,3.6,offline
SH-004,2026-09-24T11:00:00,20.31,39.6,3.45,offline
SH-003,2026-09-24T17:01:00,20.15,36.4,3.53,online
SH-003,2026-09-24T09:52:00,18.42,29.8,3.42,idle
SH-002,2026-09-24T04:09:00,18.81,45.9,3.41,online
SH-001,2026-09-24T08:54:00,16.51,27.1,3.66,online
SH-010,2026-09-24T02:12:00,24.19,34.4,3.43,online
SH-001,2026-09-24T18:29:00,27.43,40.7,3.65,idle
SH-009,2026-09-24T04:24:00,26.28,38.3,3.4,idle
SH-001,2026-09-24T09:01:00,17.12,48.2,3.64,offline
SH-008,2026-09-24T23:31:00,24.17,47.4,3.53,online
SH-004,2026-09-24T14:12:00,26.27,52.2,3.81,idle
SH-006,2026-09-24T11:00:00,20.63,51.0,3.65,offline
SH-003,2026-09-24T13:01:00,22.3,54.1,3.79,offline
SH-005,2026-09-24T18:49:00,15.98,45.0,3.49,online
SH-005,2026-09-24T06:06:00,22.8,47.4,3.61,offline
SH-006,2026-09-24T15:16:00,18.81,49.1,3.45,online
SH-004,2026-09-24T20:56:00,22.6,46.1,3.54,idle
SH-006,2026-09-24T13:44:00,17.32,41.8,3.56,idle
SH-009,2026-09-24T10:43:00,23.63,42.3,3.49,offline
SH-005,2026-09-24T03:28:00,25.07,38.5,3.42,offline
SH-004,2026-09-24T05:57:00,19.65,48.4,3.39,offline
SH-002,2026-09-24T22:42:00,18.59,44.2,3.25,offline
SH-004,2026-09-24T12:59:00,15.53,39.7,3.44,idle
SH-002,2026-09-24T07:13:00,21.2,39.7,3.69,offline
SH-002,2026-09-24T10:02:00,20.26,35.3,3.36,online
SH-010,2026-09-24T13:52:00,17.35,52.8,3.39,idle
SH-001,2026-09-24T12:54:00,23.36,45.6,3.87,online
SH-005,2026-09-24T16:47:00,20.65,38.1,3.5,offline
SH-009,2026-09-24T06:10:00,18.77,51.5,3.65,offline
SH-010,2026-09-24T15:34:00,20.34,40.5,3.7,offline
SH-002,2026-09-24T10:37:00,25.21,33.7,3.7,offline
SH-002,2026-09-24T22:34:00,23.81,53.2,3.37,online
SH-004,2026-09-24T03:47:00,21.61,40.7,3.57,offline
SH-006,2026-09-24T03:33:00,23.86,41.7,3.36,idle
SH-010,2026-09-24T11:04:00,18.52,45.3,3.97,offline
SH-003,2026-09-24T12:12:00,22.1,54.1,3.36,offline
SH-002,2026-09-24T16:34:00,22.44,45.2,3.44,idle
SH-003,2026-09-24T09:41:00,20.59,35.4,3.44,online
SH-009,2026-09-24T21:55:00,23.31,49.4,3.38,idle
SH-001,2026-09-24T11:22:00,19.66,41.1,3.8,idle
SH-004,2026-09-24T03:06:00,23.53,60.1,3.96,offline
SH-002,2026-09-24T02:51:00,23.66,45.0,3.53,idle
SH-002,2026-09-24T23:21:00,13.25,27.1,3.4,idle
SH-010,2026-09-24T03:13:00,25.57,47.9,3.26,idle
SH-001,2026-09-24T22:44:00,12.86,60.6,3.56,online
SH-004,2026-09-24T06:40:00,20.15,57.6,3.55,online
SH-010,2026-09-24T02:14:00,25.08,59.6,3.5,online
SH-007,2026-09-24T07:18:00,21.05,36.8,3.63,idle
SH-001,2026-09-24T14:45:00,17.6,52.3,3.66,idle
SH-005,2026-09-24T10:16:00,18.72,39.2,3.65,offline
SH-010,2026-09-24T18:51:00,25.08,46.8,3.55,offline
SH-005,2026-09-24T14:39:00,16.24,34.8,3.43,online
SH-006,2026-09-24T09:37:00,25.39,39.8,3.7,online
SH-006,2026-09-24T15:13:00,21.83,39.6,3.6,idle
SH-007,2026-09-24T23:18:00,18.42,52.2,3.73,offline
SH-002,2026-09-24T09:53:00,20.25,51.4,3.72,online
SH-009,2026-09-24T03:40:00,18.95,47.2,3.39,online
SH-010,2026-09-24T09:48:00,24.6,34.2,3.38,online
SH-002,2026-09-24T20:09:00,24.2,42.5,3.49,idle
SH-009,2026-09-24T05:13:00,16.84,39.0,3.44,offline
SH-009,2026-09-24T22:46:00,20.79,52.0,3.71,offline
SH-008,2026-09-24T14:07:00,19.41,54.4,3.65,idle
SH-004,2026-09-24T14:26:00,25.88,53.5,3.76,online
SH-005,2026-09-24T07:36:00,17.95,39.0,3.66,idle
SH-009,2026-09-24T22:05:00,26.81,23.1,3.63,idle
SH-002,2026-09-24T00:51:00,21.9,30.9,3.78,online
SH-009,2026-09-24T07:10:00,18.51,56.4,3.67,offline
SH-010,2026-09-24T10:02:00,19.97,41.8,3.61,offline
SH-007,2026-09-24T11:27:00,19.6,39.0,3.82,online
SH-004,2026-09-24T11:22:00,18.18,58.1,3.62,online
SH-006,2026-09-24T03:33:00,22.28,55.1,3.55,online
SH-001,2026-09-24T05:24:00,18.32,45.2,3.47,offline
SH-010,2026-09-24T02:17:00,15.46,42.7,3.71,idle
SH-004,2026-09-24T13:44:00,20.86,43.9,3.79,online
SH-001,2026-09-24T08:25:00,16.59,46.8,3.59,online
SH-008,2026-09-24T13:34:00,19.74,57.8,3.8,online
SH-007,2026-09-24T14:09:00,19.27,48.4,3.3,idle
SH-007,2026-09-24T16:50:00,19.39,50.8,3.59,offline
SH-001,2026-09-24T13:07:00,28.0,54.4,3.59,online
SH-008,2026-09-24T15:33:00,22.17,35.6,3.49,online
SH-007,2026-09-24T14:05:00,22.74,51.0,3.96,idle
SH-008,2026-09-24T15:39:00,16.67,42.6,3.59,offline
SH-009,2026-09-24T14:47:00,20.04,24.9,3.54,idle
SH-003,2026-09-24T07:35:00,22.65,28.0,3.6,online
SH-003,2026-09-24T05:54:00,18.93,36.9,3.3,online
SH-010,2026-09-24T18:53:00,24.72,49.2,3.49,offline
SH-006,2026-09-24T08:13:00,18.39,45.9,3.75,offline
SH-005,2026-09-24T13:10:00,21.14,46.5,3.51,offline
SH-003,2026-09-24T04:43:00,20.24,60.6,3.48,idle
SH-007,2026-09-24T10:21:00,22.49,34.8,3.8,offline
SH-008,2026-09-24T12:42:00,20.08,44.8,3.8,idle
SH-001,2026-09-24T15:01:00,21.19,47.4,3.68,online
SH-006,2026-09-24T12:37:00,21.29,39.1,3.53,idle
SH-010,2026-09-24T08:39:00,19.8,45.2,3.56,offline
SH-003,2026-09-24T23:04:00,23.46,32.2,3.48,idle
SH-003,2026-09-24T12:18:00,22.72,56.3,3.45,offline
